dataset,model,gene,pearson,css
Breast Visium CID44971,liger,txnip,0.3624437789532971,0.8067474961280823
Breast Visium CID44971,liger,actb,0.3590587496338587,0.9888589978218079
Breast Visium CID44971,liger,hmgb2,0.3505832076420667,0.7519127726554871
Breast Visium CID44971,liger,rpl37,0.3458645021472846,0.9867165684700012
Breast Visium CID44971,liger,rpl36al,0.3437715633874815,0.811904788017273
Breast Visium CID44971,liger,ube2v2,0.3360495830219873,0.6990115642547607
Breast Visium CID44971,liger,rps3,0.3248579229802833,0.9786235690116882
Breast Visium CID44971,liger,mif,0.323414195622388,0.8567062020301819
Breast Visium CID44971,liger,hnrnpa1,0.3229432913479956,0.9422586560249329
Breast Visium CID44971,liger,krt18,0.3188471574508176,0.7425463199615479
Breast Visium CID44971,liger,hmgn1,0.3166936277683226,0.8919427394866943
Breast Visium CID44971,liger,sumo2,0.315586421413939,0.9061588644981384
Breast Visium CID44971,liger,aif1,0.3152063172986922,0.4514199197292328
Breast Visium CID44971,liger,lamb3,0.3145201857914887,0.4965464472770691
Breast Visium CID44971,liger,lamtor5,0.3092650051059116,0.8070057034492493
Breast Visium CID44971,liger,capg,0.3018901615782578,0.6991395950317383
Breast Visium CID44971,liger,atp6v1f,0.2994314019893774,0.8185895085334778
Breast Visium CID44971,liger,lair1,0.2990287960836092,0.4101765751838684
Breast Visium CID44971,liger,rpl37a,0.2945807799780449,0.9865027070045471
Breast Visium CID44971,liger,lcp1,0.2936647583491985,0.6086724400520325
Breast Visium CID44971,liger,serpinf1,0.2922797716159329,0.47717708349227905
Breast Visium CID44971,liger,igsf6,0.2896122391484297,0.36727210879325867
Breast Visium CID44971,liger,ramp3,0.289010005739733,0.3267376720905304
Breast Visium CID44971,liger,ptprc,0.2885757914831122,0.5278877019882202
Breast Visium CID44971,liger,rerg,0.2862284366150613,0.6461885571479797
Breast Visium CID44971,liger,coro1a,0.2835894909105157,0.5872536897659302
Breast Visium CID44971,liger,sgk1,0.2827902240120559,0.5323264002799988
Breast Visium CID44971,liger,mrpl9,0.2784421833584432,0.6483921408653259
Breast Visium CID44971,liger,kiaa1324,0.2751217383931247,0.5824479460716248
Breast Visium CID44971,liger,bst2,0.2684875698935635,0.6164537072181702
Breast Visium CID44971,liger,gimap4,0.2658928329231428,0.4513269364833832
Breast Visium CID44971,liger,slc7a7,0.2607021656335642,0.34136006236076355
Breast Visium CID44971,liger,rarres3,0.2600789359896102,0.6149221658706665
Breast Visium CID44971,liger,hmgn2,0.2592547463404582,0.8843818306922913
Breast Visium CID44971,liger,hcst,0.2583528927643239,0.47600919008255005
Breast Visium CID44971,liger,lcp2,0.253800289038496,0.442497193813324
Breast Visium CID44971,liger,rpl35,0.2536919837226307,0.9780832529067993
Breast Visium CID44971,liger,hnrnpa2b1,0.2511704574193343,0.9257039427757263
Breast Visium CID44971,liger,banf1,0.2511483149381069,0.8002602458000183
Breast Visium CID44971,liger,ifitm2,0.2482258266236403,0.6337440013885498
Breast Visium CID44971,liger,cox7a2l,0.2479536872845922,0.7070356011390686
Breast Visium CID44971,liger,evl,0.2473211059484632,0.6274150609970093
Breast Visium CID44971,liger,arhgdib,0.245646785728117,0.6893346309661865
Breast Visium CID44971,liger,anp32b,0.2439722974959117,0.815443754196167
Breast Visium CID44971,liger,mgat1,0.2405539846498741,0.5813462138175964
Breast Visium CID44971,liger,dynll1,0.2392189344300379,0.8996173739433289
Breast Visium CID44971,liger,myo6,0.2386682887746395,0.6439781188964844
Breast Visium CID44971,liger,pgam1,0.2369548333879786,0.8215979933738708
Breast Visium CID44971,liger,fbl,0.2367120892677529,0.7965072989463806
Breast Visium CID44971,liger,crnde,0.236674365042967,0.6763081550598145
Breast Visium CID44971,liger,meox1,0.2355293086987931,0.26439720392227173
Breast Visium CID44971,liger,arpc2,0.2351885139583531,0.846382737159729
Breast Visium CID44971,liger,morf4l2,0.2347550563897199,0.7903892397880554
Breast Visium CID44971,liger,snrpb,0.2331484857846616,0.7996698021888733
Breast Visium CID44971,liger,cuta,0.2325020193127344,0.8635836243629456
Breast Visium CID44971,liger,irf8,0.231625861785499,0.4217192232608795
Breast Visium CID44971,liger,fam198b,0.2296227884596954,0.4179387092590332
Breast Visium CID44971,liger,fxyd5,0.2294948630521504,0.550154983997345
Breast Visium CID44971,liger,fhl2,0.2274225061519111,0.4588882029056549
Breast Visium CID44971,liger,cxorf36,0.2243165836466309,0.2408665269613266
Breast Visium CID44971,liger,sf3b5,0.2239527373100661,0.7729315161705017
Breast Visium CID44971,liger,timp2,0.2235367334020568,0.4515300989151001
Breast Visium CID44971,liger,havcr2,0.2229088368375573,0.3345704674720764
Breast Visium CID44971,liger,isyna1,0.2225596136958619,0.6620815992355347
Breast Visium CID44971,liger,ube2e3,0.2218172066190354,0.6712372303009033
Breast Visium CID44971,liger,ap2s1,0.2210395976725236,0.7750963568687439
Breast Visium CID44971,liger,igfbp7,0.220766861995307,0.373080313205719
Breast Visium CID44971,liger,tgfb1,0.2171541737523284,0.44734734296798706
Breast Visium CID44971,liger,clec2b,0.2129721231315039,0.4004932641983032
Breast Visium CID44971,liger,tnfsf13b,0.212007560491822,0.33647480607032776
Breast Visium CID44971,liger,serp1,0.2114203242393802,0.8635203242301941
Breast Visium CID44971,liger,trbc2,0.2106038188124193,0.46656155586242676
Breast Visium CID44971,liger,rnase6,0.2105649855602665,0.31266966462135315
Breast Visium CID44971,liger,elf5,0.2097981141582837,0.5774880647659302
Breast Visium CID44971,liger,ms4a7,0.2087703206901962,0.339516818523407
Breast Visium CID44971,liger,ywhah,0.2063510768380575,0.6533945202827454
Breast Visium CID44971,liger,pdlim1,0.2060292769261079,0.46778395771980286
Breast Visium CID44971,liger,vps28,0.2037672371184867,0.8384914398193359
Breast Visium CID44971,liger,itk,0.2026954102580126,0.269266813993454
Breast Visium CID44971,liger,add3,0.1996106061981726,0.485602468252182
Breast Visium CID44971,liger,ssr2,0.1987506521341414,0.8833885192871094
Breast Visium CID44971,liger,cdt1,0.1987038925069145,0.39583730697631836
Breast Visium CID44971,liger,rpl4,0.198567038140242,0.9774123430252075
Breast Visium CID44971,liger,ppp1r1b,0.1973118865602672,0.3125388026237488
Breast Visium CID44971,liger,tmem59,0.1971822178041591,0.7938022613525391
Breast Visium CID44971,liger,c1orf162,0.1894363667516748,0.3365459740161896
Breast Visium CID44971,liger,tyms,0.1881538576526449,0.4004034399986267
Breast Visium CID44971,liger,col6a3,0.1872860059990119,0.28205057978630066
Breast Visium CID44971,liger,vcan,0.1832652334084875,0.31520822644233704
Breast Visium CID44971,liger,il32,0.1755448536407718,0.5583887696266174
Breast Visium CID44971,liger,ccl28,0.1739642874101424,0.2688165009021759
Breast Visium CID44971,liger,ramp2,0.1733893308640371,0.2768648862838745
Breast Visium CID44971,liger,uaca,0.1732009555530607,0.42815423011779785
Breast Visium CID44971,liger,bin2,0.1694126649646154,0.3302449584007263
Breast Visium CID44971,liger,cd5,0.1677366082557905,0.2916218936443329
Breast Visium CID44971,liger,fen1,0.1665682658707285,0.40502312779426575
Breast Visium CID44971,liger,ikzf3,0.1665059940921799,0.38134855031967163
Breast Visium CID44971,liger,lrp10,0.1657943294302152,0.5997601747512817
Breast Visium CID44971,liger,zap70,0.1648294376033061,0.32199668884277344
Breast Visium CID44971,liger,cenpm,0.164091028063388,0.28787854313850403
Breast Visium CID44971,liger,csf2ra,0.1627515448288871,0.2733123302459717
Breast Visium CID44971,liger,timp3,0.1624361586795608,0.3238796591758728
Breast Visium CID44971,liger,ciita,0.1605890201136651,0.32009294629096985
Breast Visium CID44971,liger,oasl,0.1598518774763368,0.2481992393732071
Breast Visium CID44971,liger,pold4,0.1576145831250911,0.39027541875839233
Breast Visium CID44971,liger,slc38a10,0.1546106251286116,0.5050424337387085
Breast Visium CID44971,liger,gzmm,0.1539407325591892,0.24025441706180573
Breast Visium CID44971,liger,plk2,0.1538398750555187,0.4216180741786957
Breast Visium CID44971,liger,meg3,0.15288596105281,0.24253913760185242
Breast Visium CID44971,liger,idh2,0.151812016454844,0.6641024351119995
Breast Visium CID44971,liger,fbln1,0.1502459918152997,0.34315332770347595
Breast Visium CID44971,liger,adam8,0.1492236059971606,0.3146459460258484
Breast Visium CID44971,liger,tmem87a,0.1492190263957059,0.4966201186180115
Breast Visium CID44971,liger,socs2,0.1489724929629312,0.24140480160713196
Breast Visium CID44971,liger,stk17a,0.1473930020635084,0.3646641671657562
Breast Visium CID44971,liger,ptgdr,0.1465374798844424,0.17841731011867523
Breast Visium CID44971,liger,uqcrhl,0.1445498257972226,0.2831510007381439
Breast Visium CID44971,liger,btk,0.1444307779210517,0.19976453483104706
Breast Visium CID44971,liger,mxra8,0.144391911717107,0.25289496779441833
Breast Visium CID44971,liger,cd300a,0.1435487030796895,0.24666662514209747
Breast Visium CID44971,liger,nudt4,0.1401693559429287,0.6526695489883423
Breast Visium CID44971,liger,pyhin1,0.1398335825593635,0.19618552923202515
Breast Visium CID44971,liger,mfsd1,0.1394240524759862,0.5068076252937317
Breast Visium CID44971,liger,cpe,0.1381516801083446,0.276125967502594
Breast Visium CID44971,liger,vamp5,0.1378172548944465,0.3794216811656952
Breast Visium CID44971,liger,tlr10,0.1348934147382527,0.1714266687631607
Breast Visium CID44971,liger,eif3e,0.1346580912531384,0.8298438191413879
Breast Visium CID44971,liger,crtap,0.1327894859971129,0.5425624847412109
Breast Visium CID44971,liger,rora,0.1309244336419948,0.25612473487854004
Breast Visium CID44971,liger,tgfbr2,0.1308654812041769,0.4318254888057709
Breast Visium CID44971,liger,rgs5,0.1305061715836479,0.3707073926925659
Breast Visium CID44971,liger,nlrc5,0.1254919614258361,0.40455469489097595
Breast Visium CID44971,liger,pou2f2,0.1218846140291516,0.24135181307792664
Breast Visium CID44971,liger,parp15,0.1213671438472427,0.19003097712993622
Breast Visium CID44971,liger,cd8a,0.1205984996334096,0.30304592847824097
Breast Visium CID44971,liger,myl9,0.1201261916499305,0.3381028473377228
Breast Visium CID44971,liger,cd96,0.1179184317083768,0.2424529790878296
Breast Visium CID44971,liger,mrvi1,0.1156932685403494,0.22566062211990356
Breast Visium CID44971,liger,clec14a,0.1145796181844047,0.13887643814086914
Breast Visium CID44971,liger,flot1,0.1143950698011522,0.6053199768066406
Breast Visium CID44971,liger,tubb2a,0.1143106110006773,0.5341894626617432
Breast Visium CID44971,liger,il4r,0.1140159020912962,0.37987470626831055
Breast Visium CID44971,liger,nid1,0.1093161093518834,0.20313628017902374
Breast Visium CID44971,liger,adgrl4,0.1086597865136976,0.14469704031944275
Breast Visium CID44971,liger,sit1,0.1079992170635713,0.20807291567325592
Breast Visium CID44971,liger,ifitm1,0.1066820808700188,0.3782666027545929
Breast Visium CID44971,liger,sirpg,0.1059336111127905,0.1826271414756775
Breast Visium CID44971,liger,ece1,0.1057481294452823,0.4695490896701813
Breast Visium CID44971,liger,rap1b,0.1038108026236728,0.6889755129814148
Breast Visium CID44971,liger,tmem243,0.1035560451021552,0.31772568821907043
Breast Visium CID44971,liger,gabarap,0.1029310942099469,0.7059716582298279
Breast Visium CID44971,liger,stat4,0.1029230391815645,0.20104697346687317
Breast Visium CID44971,liger,fam13c,0.1028674264596511,0.13550551235675812
Breast Visium CID44971,liger,veph1,0.1026465017025718,0.19451990723609924
Breast Visium CID44971,liger,rab37,0.1011287418293817,0.1818133145570755
Breast Visium CID44971,liger,gadd45b,0.0991147223920222,0.4513104259967804
Breast Visium CID44971,liger,pdlim7,0.0986519742956198,0.4180097281932831
Breast Visium CID44971,liger,hmgb1,0.0986089029469321,0.8799443244934082
Breast Visium CID44971,liger,tecr,0.0931018254457453,0.7045739889144897
Breast Visium CID44971,liger,snai1,0.092374584779719,0.16747792065143585
Breast Visium CID44971,liger,neurl1b,0.0902796771550678,0.14946505427360535
Breast Visium CID44971,liger,csf3r,0.0897266405397887,0.18780457973480225
Breast Visium CID44971,liger,calcrl,0.0865997866768443,0.13816320896148682
Breast Visium CID44971,liger,rpl27,0.0857353873669592,0.9490856528282166
Breast Visium CID44971,liger,gstt2b,0.0809575138601548,0.2075137197971344
Breast Visium CID44971,liger,myo1b,0.0806954752202832,0.46585676074028015
Breast Visium CID44971,liger,adap2,0.0790589897743362,0.15979276597499847
Breast Visium CID44971,liger,mylk,0.0785479126847147,0.37647387385368347
Breast Visium CID44971,liger,tspan4,0.078186458048929,0.40149223804473877
Breast Visium CID44971,liger,sesn1,0.0777644980473003,0.42117127776145935
Breast Visium CID44971,liger,rasd1,0.0769306465807405,0.2998941242694855
Breast Visium CID44971,liger,notch3,0.0757800387631657,0.574739396572113
Breast Visium CID44971,liger,tmem176a,0.0755144920209149,0.3054468631744385
Breast Visium CID44971,liger,zyx,0.075211580063431,0.6883934140205383
Breast Visium CID44971,liger,cd40lg,0.0750083647267879,0.12363970279693604
Breast Visium CID44971,liger,cdh5,0.0718709692522178,0.10088443756103516
Breast Visium CID44971,liger,dlc1,0.0697196544644281,0.16758517920970917
Breast Visium CID44971,liger,cd3g,0.0688984041618909,0.19631844758987427
Breast Visium CID44971,liger,id1,0.0676559107976748,0.18152669072151184
Breast Visium CID44971,liger,ugdh,0.067243755174577,0.3457256257534027
Breast Visium CID44971,liger,swap70,0.066647435984053,0.4297512471675873
Breast Visium CID44971,liger,matk,0.0658203400409175,0.1844361424446106
Breast Visium CID44971,liger,ncam1,0.0638712818611011,0.07358615845441818
Breast Visium CID44971,liger,clec2d,0.0623218069332227,0.3157224953174591
Breast Visium CID44971,liger,runx1t1,0.0616957219635625,0.10322324931621552
Breast Visium CID44971,liger,ltbp2,0.0603070911324589,0.17796362936496735
Breast Visium CID44971,liger,col15a1,0.0588463339335379,0.1772400438785553
Breast Visium CID44971,liger,klf4,0.0587046207535355,0.2784773111343384
Breast Visium CID44971,liger,smc2,0.0567095322331353,0.3432484269142151
Breast Visium CID44971,liger,tspan32,0.055297336289926,0.11670581996440887
Breast Visium CID44971,liger,gmppb,0.0534854560296316,0.3194221258163452
Breast Visium CID44971,liger,p2ry14,0.0530981718746598,0.09384360164403915
Breast Visium CID44971,liger,actg1,0.0528548078173054,0.9868875741958618
Breast Visium CID44971,liger,rdx,0.0526558691209952,0.5177513957023621
Breast Visium CID44971,liger,vps51,0.0508868923697206,0.5997668504714966
Breast Visium CID44971,liger,rab27a,0.0504091131195459,0.30549320578575134
Breast Visium CID44971,liger,flt3lg,0.0484859805896726,0.12443944066762924
Breast Visium CID44971,liger,dnajb9,0.0480963922254008,0.30903056263923645
Breast Visium CID44971,liger,nucb1,0.0479656069815236,0.700577437877655
Breast Visium CID44971,liger,rtn4,0.0477505024118128,0.78203946352005
Breast Visium CID44971,liger,arhgap29,0.0476671862748265,0.29354918003082275
Breast Visium CID44971,liger,ets2,0.0472599936877142,0.3443637490272522
Breast Visium CID44971,liger,lbh,0.0461890843536221,0.4073316752910614
Breast Visium CID44971,liger,stk4,0.0453060617268581,0.3898457884788513
Breast Visium CID44971,liger,mlec,0.0446587677388535,0.6118810772895813
Breast Visium CID44971,liger,mcam,0.0426424558257208,0.21867811679840088
Breast Visium CID44971,liger,mapk1,0.0413890168288463,0.4945196211338043
Breast Visium CID44971,liger,f2r,0.0410858163309781,0.19194519519805908
Breast Visium CID44971,liger,a4galt,0.0408963637058441,0.13519373536109924
Breast Visium CID44971,liger,rcan2,0.0398152720610485,0.11315647512674332
Breast Visium CID44971,liger,gng2,0.0369193384369948,0.1999775916337967
Breast Visium CID44971,liger,flt1,0.0359988522978955,0.08899848163127899
Breast Visium CID44971,liger,hsp90b1,0.0311744404000416,0.8489798903465271
Breast Visium CID44971,liger,tsen54,0.0307053146503788,0.393586665391922
Breast Visium CID44971,liger,cystm1,0.0297451045727207,0.4491673707962036
Breast Visium CID44971,liger,lama2,0.0288916750913824,0.10569499433040619
Breast Visium CID44971,liger,lipe,0.0282998873064621,0.13013707101345062
Breast Visium CID44971,liger,cnrip1,0.0279373512990841,0.07735101878643036
Breast Visium CID44971,liger,h2afx,0.0262637412671564,0.5307721495628357
Breast Visium CID44971,liger,orai2,0.0247238831216878,0.4272804856300354
Breast Visium CID44971,liger,stap1,0.0245729045950083,0.0943012610077858
Breast Visium CID44971,liger,smim3,0.0237206529800446,0.20125050842761993
Breast Visium CID44971,liger,mtss1,0.0213828699971328,0.3511219024658203
Breast Visium CID44971,liger,abca6,0.0213374721966502,0.0596463680267334
Breast Visium CID44971,liger,plpp1,0.017325166267128,0.32888829708099365
Breast Visium CID44971,liger,hopx,0.016966070419336,0.14803117513656616
Breast Visium CID44971,liger,ostf1,0.0157070961579476,0.3438977897167206
Breast Visium CID44971,liger,siva1,0.0150913775624839,0.6379698514938354
Breast Visium CID44971,liger,map1lc3a,0.0136558977332121,0.5537009835243225
Breast Visium CID44971,liger,tcf19,0.0136055865959326,0.20197398960590363
Breast Visium CID44971,liger,spon2,0.0135718016317998,0.2732726037502289
Breast Visium CID44971,liger,st3gal1,0.0122615196147237,0.29389581084251404
Breast Visium CID44971,liger,smc1a,0.010408803485637,0.5245309472084045
Breast Visium CID44971,liger,lamb1,0.0101956734554266,0.2404225468635559
Breast Visium CID44971,liger,sptssa,0.008566271720787,0.4856386184692383
Breast Visium CID44971,liger,dnaja1,0.008364591044676,0.7841180562973022
