dataset,model,gene,pearson,css
Breast Visium CID44971,stimpute,ssr2,0.2112263041678013,0.8686887636998009
Breast Visium CID44971,stimpute,pdlim1,0.2101396558854977,0.5910871465080877
Breast Visium CID44971,stimpute,ms4a7,0.2081741820793353,0.40352141580438083
Breast Visium CID44971,stimpute,pdlim7,0.2077127978577332,0.6189518314495202
Breast Visium CID44971,stimpute,tmem87a,0.2074286921811744,0.562347978483871
Breast Visium CID44971,stimpute,atp6v1f,0.2074166360164373,0.7923109523990027
Breast Visium CID44971,stimpute,rap1b,0.2067407798976606,0.7009645791967823
Breast Visium CID44971,stimpute,mxra8,0.2044707793438696,0.5225551815819927
Breast Visium CID44971,stimpute,ramp3,0.2027789501384266,0.3682050567732677
Breast Visium CID44971,stimpute,rtn4,0.2021078142038649,0.8420469907234553
Breast Visium CID44971,stimpute,ap2s1,0.2018269977288559,0.7691142497974095
Breast Visium CID44971,stimpute,hmgn2,0.2011824753459419,0.8759535778368001
Breast Visium CID44971,stimpute,plpp1,0.1943540563619006,0.5256575796047425
Breast Visium CID44971,stimpute,flt1,0.1933689778329269,0.31306334595492236
Breast Visium CID44971,stimpute,hmgb1,0.1930796729380272,0.887525759029074
Breast Visium CID44971,stimpute,lrp10,0.1917952458832709,0.6592251751742648
Breast Visium CID44971,stimpute,crtap,0.191746785020536,0.6113820623130661
Breast Visium CID44971,stimpute,rpl35,0.1912779531481141,0.9758080337676639
Breast Visium CID44971,stimpute,oasl,0.1906885711881754,0.29179823259175547
Breast Visium CID44971,stimpute,gimap4,0.1901955142915591,0.4537056728993481
Breast Visium CID44971,stimpute,gabarap,0.1893349747246712,0.7162631145994826
Breast Visium CID44971,stimpute,sf3b5,0.1869988250830536,0.7518314244605907
Breast Visium CID44971,stimpute,txnip,0.1866432330203439,0.8649676010357767
Breast Visium CID44971,stimpute,mcam,0.1852781565518845,0.44146608948178667
Breast Visium CID44971,stimpute,ltbp2,0.185000121710767,0.5517603415339211
Breast Visium CID44971,stimpute,rnase6,0.1846605326096974,0.36743133196770694
Breast Visium CID44971,stimpute,vps28,0.1830285563279634,0.8213991841159796
Breast Visium CID44971,stimpute,isyna1,0.1797207689953988,0.6155500053141368
Breast Visium CID44971,stimpute,clec14a,0.1795138308574119,0.2850052038642645
Breast Visium CID44971,stimpute,bin2,0.1770369194236878,0.36541918096964476
Breast Visium CID44971,stimpute,stat4,0.1763126599150078,0.2845965559529093
Breast Visium CID44971,stimpute,sptssa,0.1749015111162559,0.576345780764115
Breast Visium CID44971,stimpute,cd3g,0.1746627281588922,0.32249360974605157
Breast Visium CID44971,stimpute,meg3,0.1695875557498951,0.4337325920608722
Breast Visium CID44971,stimpute,fbln1,0.1695438650008142,0.5339200662740939
Breast Visium CID44971,stimpute,uaca,0.1677880488412831,0.4620575447854398
Breast Visium CID44971,stimpute,calcrl,0.1669723372220284,0.2768555606905742
Breast Visium CID44971,stimpute,pold4,0.1631604605945344,0.42663538866070794
Breast Visium CID44971,stimpute,tgfbr2,0.1624111597143508,0.5217212577532749
Breast Visium CID44971,stimpute,ece1,0.162261613102928,0.6088138202532303
Breast Visium CID44971,stimpute,flot1,0.1606984328662605,0.6534920570908055
Breast Visium CID44971,stimpute,cd96,0.1588540333112419,0.31091552591926
Breast Visium CID44971,stimpute,rgs5,0.1588024292259246,0.43041531597451677
Breast Visium CID44971,stimpute,gadd45b,0.1558329051852783,0.5406514266176089
Breast Visium CID44971,stimpute,cpe,0.1543904126545083,0.46391989312999926
Breast Visium CID44971,stimpute,ets2,0.1535849453917607,0.48780568812972336
Breast Visium CID44971,stimpute,fen1,0.152760329049818,0.41553185679699955
Breast Visium CID44971,stimpute,mlec,0.1516522029558393,0.6629429260996093
Breast Visium CID44971,stimpute,uqcrhl,0.1485984550786129,0.28429306994319226
Breast Visium CID44971,stimpute,idh2,0.1458843372976794,0.6408883246406117
Breast Visium CID44971,stimpute,arhgap29,0.1442515655956072,0.3676936834684832
Breast Visium CID44971,stimpute,cxorf36,0.1414824497726216,0.2588545742486233
Breast Visium CID44971,stimpute,nid1,0.1412835998650511,0.41790518114249575
Breast Visium CID44971,stimpute,tubb2a,0.1408574961956431,0.5530504256832852
Breast Visium CID44971,stimpute,tyms,0.1407860747657451,0.4456301952389218
Breast Visium CID44971,stimpute,csf2ra,0.1397056730508081,0.29226298468609485
Breast Visium CID44971,stimpute,nudt4,0.1384569594207804,0.6481216310465742
Breast Visium CID44971,stimpute,egfl7,0.1383885673503416,0.3760833146661993
Breast Visium CID44971,stimpute,tgfb1i1,0.1368592776415231,0.48900956452082944
Breast Visium CID44971,stimpute,cystm1,0.1356671178811721,0.504324657902636
Breast Visium CID44971,stimpute,rasd1,0.1333222680449619,0.4470729551202139
Breast Visium CID44971,stimpute,rpl4,0.1329098949905731,0.9737330089862088
Breast Visium CID44971,stimpute,itk,0.1304049951762617,0.23052493565028612
Breast Visium CID44971,stimpute,tspan4,0.1299753255585328,0.5226336440690049
Breast Visium CID44971,stimpute,clec2d,0.128791788346159,0.46253599127293854
Breast Visium CID44971,stimpute,stk17a,0.1270432167133301,0.4153560285732891
Breast Visium CID44971,stimpute,siva1,0.1260934319699648,0.6645815414002146
Breast Visium CID44971,stimpute,parp15,0.1242041799473299,0.2056943271135303
Breast Visium CID44971,stimpute,adgrl4,0.1238612308270798,0.2701492088576892
Breast Visium CID44971,stimpute,dlc1,0.1236244883901213,0.3161104898906927
Breast Visium CID44971,stimpute,a4galt,0.1234464838265309,0.269774206474084
Breast Visium CID44971,stimpute,actg1,0.1229170136876583,0.9863127657915807
Breast Visium CID44971,stimpute,nucb1,0.1223478429422741,0.7339423868886782
Breast Visium CID44971,stimpute,cdh5,0.1188193579443427,0.2722205341175284
Breast Visium CID44971,stimpute,ugdh,0.118574922155397,0.44283339580050607
Breast Visium CID44971,stimpute,klf4,0.1176567920445243,0.3844936781206705
Breast Visium CID44971,stimpute,sirpg,0.1161369267232429,0.21466871586470657
Breast Visium CID44971,stimpute,add3,0.1150647595731857,0.46929990703133084
Breast Visium CID44971,stimpute,sit1,0.1143966624207441,0.2600809085938422
Breast Visium CID44971,stimpute,lbh,0.11403139011228,0.5759605209074039
Breast Visium CID44971,stimpute,meox1,0.1092433502913311,0.20093151631514997
Breast Visium CID44971,stimpute,orai2,0.1089922250710229,0.4329552307136258
Breast Visium CID44971,stimpute,btk,0.1085236158919466,0.20301466195105647
Breast Visium CID44971,stimpute,rab27a,0.1067708518512108,0.3755791242878741
Breast Visium CID44971,stimpute,phlda1,0.1066425890076697,0.6836725085110174
Breast Visium CID44971,stimpute,gmppb,0.1058764416964424,0.3834257740317188
Breast Visium CID44971,stimpute,dnaja1,0.1053861938786116,0.807135739641482
Breast Visium CID44971,stimpute,gzmm,0.1049273102311883,0.2488337212580786
Breast Visium CID44971,stimpute,neurl1b,0.1045601591457376,0.2527899084592761
Breast Visium CID44971,stimpute,tsen54,0.1005299620681776,0.45612449953414913
Breast Visium CID44971,stimpute,rdx,0.0987737712683752,0.5332122120662747
Breast Visium CID44971,stimpute,snai1,0.0983384195585984,0.2090945022131646
Breast Visium CID44971,stimpute,mrvi1,0.0980098252548263,0.292899918848158
Breast Visium CID44971,stimpute,veph1,0.0969372734834266,0.19290075842912077
Breast Visium CID44971,stimpute,pou2f2,0.0937002052563954,0.2507008058510037
Breast Visium CID44971,stimpute,tecr,0.0936014011801781,0.7202634294956076
Breast Visium CID44971,stimpute,hopx,0.0918720304508505,0.29493319444630767
Breast Visium CID44971,stimpute,slc38a10,0.0883046397221204,0.5399442006354871
Breast Visium CID44971,stimpute,gng2,0.0881760055927892,0.2854734685594244
Breast Visium CID44971,stimpute,cldn11,0.0872039323101123,0.38835221032575423
Breast Visium CID44971,stimpute,cnrip1,0.087031151657879,0.1912302840752888
Breast Visium CID44971,stimpute,rrbp1,0.0836950971987597,0.7241463201249809
Breast Visium CID44971,stimpute,rora,0.0818305054275636,0.2500949624570253
Breast Visium CID44971,stimpute,ifitm1,0.0812094129139515,0.41383385896167657
Breast Visium CID44971,stimpute,tmem176a,0.0803489189806644,0.39538305458731665
Breast Visium CID44971,stimpute,cdt1,0.0799300858441782,0.3503621299078988
Breast Visium CID44971,stimpute,mtss1,0.0757659910693706,0.40634925028604657
Breast Visium CID44971,stimpute,vps51,0.075509729722117,0.6100203179189496
Breast Visium CID44971,stimpute,c12orf75,0.07543628216468,0.4577106858151514
Breast Visium CID44971,stimpute,tspan32,0.0703169505587225,0.14600045576184623
Breast Visium CID44971,stimpute,abca6,0.0697131349966969,0.1516160500740512
Breast Visium CID44971,stimpute,tlr10,0.069204207053352,0.1613404027464322
Breast Visium CID44971,stimpute,spon2,0.0688932115749037,0.4449976544268179
Breast Visium CID44971,stimpute,myo1b,0.0672065438373793,0.46205274859629325
Breast Visium CID44971,stimpute,fam13c,0.0661148563048032,0.15035929306631782
Breast Visium CID44971,stimpute,rab37,0.0659806359677068,0.17435819829429935
Breast Visium CID44971,stimpute,rcan2,0.0651677818065218,0.1584431759189534
Breast Visium CID44971,stimpute,aes,0.0636647826285598,0.8320898502906396
Breast Visium CID44971,stimpute,rac1,0.0618922971119726,0.8242767865592645
Breast Visium CID44971,stimpute,cd40lg,0.0614385686760917,0.1469560991530128
Breast Visium CID44971,stimpute,il4r,0.0601030399945085,0.41119344321877077
Breast Visium CID44971,stimpute,ccdc102b,0.0580255384031892,0.18108283871958825
Breast Visium CID44971,stimpute,rpl27,0.0572767265711268,0.9581567610829614
Breast Visium CID44971,stimpute,ostf1,0.0553110263084967,0.3618137674022421
Breast Visium CID44971,stimpute,mapk1,0.0549960893496034,0.5320557793798539
Breast Visium CID44971,stimpute,lamb1,0.0547486062502447,0.45912084339477416
Breast Visium CID44971,stimpute,stk4,0.0536867118256104,0.44990575155965346
Breast Visium CID44971,stimpute,smc1a,0.05161878329425,0.553267303668112
Breast Visium CID44971,stimpute,adap2,0.0501614283089736,0.18851505625363513
Breast Visium CID44971,stimpute,tmem88,0.0495124177360745,0.14643149524052954
Breast Visium CID44971,stimpute,pyhin1,0.0491069534017691,0.1508830368920228
Breast Visium CID44971,stimpute,socs2,0.0488789625363865,0.2215757650600903
Breast Visium CID44971,stimpute,egr1,0.0475929922270571,0.8176914688521654
Breast Visium CID44971,stimpute,p2ry14,0.047128888043349,0.12000846250378853
Breast Visium CID44971,stimpute,smim3,0.0471239410753737,0.26650268799862614
Breast Visium CID44971,stimpute,filip1,0.0464133226193219,0.09631434373726944
Breast Visium CID44971,stimpute,arfgap3,0.0458402329490384,0.4758161709915981
Breast Visium CID44971,stimpute,linc00996,0.0448252729131551,0.12362436510352179
Breast Visium CID44971,stimpute,rnf125,0.0447446032475301,0.2488921614196341
Breast Visium CID44971,stimpute,stap1,0.0442568184407534,0.10951438545673482
Breast Visium CID44971,stimpute,csf3r,0.0439896987243248,0.2096573540143289
Breast Visium CID44971,stimpute,fam198b,0.0405239333333828,0.43507179767199466
Breast Visium CID44971,stimpute,fcrla,0.0364982068261654,0.10800372653574078
Breast Visium CID44971,stimpute,smc2,0.0362145737798583,0.32814235545469583
Breast Visium CID44971,stimpute,gstt2b,0.0359183824264751,0.21043291487306823
Breast Visium CID44971,stimpute,tmem243,0.0347820971125539,0.31716252411114954
Breast Visium CID44971,stimpute,swap70,0.0340030085940596,0.4420469528582964
Breast Visium CID44971,stimpute,dnajb9,0.0331450048706669,0.3664390346439751
Breast Visium CID44971,stimpute,st3gal1,0.0319075178379148,0.3297929487355556
Breast Visium CID44971,stimpute,runx1t1,0.0308170429812692,0.17846151505942104
Breast Visium CID44971,stimpute,matk,0.0285269326884159,0.2086992010919889
Breast Visium CID44971,stimpute,map1lc3a,0.0213618983069344,0.5707112419221541
Breast Visium CID44971,stimpute,tcf19,0.0175278013691735,0.2374499469664804
Breast Visium CID44971,stimpute,akap5,0.0173948460594837,0.11101352088421845
Breast Visium CID44971,stimpute,h2afx,0.0147327127288746,0.5434090229725892
Breast Visium CID44971,stimpute,plek2,0.0094973114219569,0.13373309289861787
Breast Visium CID44971,stimpute,cenpm,0.0078724041191265,0.1925674560520249
Breast Visium CID44971,stimpute,fbln7,0.0046082470715428,0.1941732758549288
Breast Visium CID44971,stimpute,fkbp11,0.0035244343852248,0.3252493102332043
Breast Visium CID44971,stimpute,fgfbp2,0.0016197590225979,0.03743765334082185
Breast Visium CID44971,stimpute,sec14l1,0.0002531379169776,0.4500944140780443
Breast Visium CID44971,stimpute,ptgdr,-0.0009187742201037,0.08080896244362075
Breast Visium CID44971,stimpute,flt3lg,-0.0020387082876465,0.12903878114939935
Breast Visium CID44971,stimpute,lgals9b,-0.002817559212786,0.028045080841363614
Breast Visium CID44971,stimpute,lama2,-0.0029389847983016,0.18544574629742266
Breast Visium CID44971,stimpute,notch3,-0.0049225239250446,0.5755654924212952
Breast Visium CID44971,stimpute,dnajb1,-0.0140171869460097,0.6216719078045154
Breast Visium CID44971,stimpute,hist1h1e,-0.0179354347594339,0.08150661408405488
Breast Visium CID44971,stimpute,ncam1,-0.022047213058307,0.024885170902348562
Breast Visium CID44971,stimpute,tnfrsf13c,-0.0291502750708307,0.0989751218353424
Breast Visium CID44971,stimpute,cachd1,-0.041287650009464,0.27358776970404175
Breast Visium CID44971,stimpute,lipe,-0.0555372110522797,0.07481050426257262
Breast Visium CID44971,stimpute,sesn1,-0.0613659160963758,0.383951992496506
Breast Visium CID44971,cytospace,tmsb10,0.5750195665629853,0.9811428920988001
Breast Visium CID44971,cytospace,col1a2,0.5273882068308035,0.6437385179650512
Breast Visium CID44971,cytospace,hla-e,0.4377435529029109,0.8357001085191401
Breast Visium CID44971,cytospace,hla-a,0.4340489387039163,0.9085754842510164
Breast Visium CID44971,cytospace,hdac2,0.4328287108909514,0.762242808283181
Breast Visium CID44971,cytospace,uqcrh,0.4126361089402895,0.8748295122936
Breast Visium CID44971,cytospace,ccl14,0.3938793125330633,0.4062887959193135
Breast Visium CID44971,cytospace,rps4x,0.3922506996231518,0.9769600599502876
Breast Visium CID44971,cytospace,ctgf,0.3879538575468562,0.6589342535653853
Breast Visium CID44971,cytospace,ifitm3,0.381302570242025,0.8041081870865641
Breast Visium CID44971,cytospace,rps28,0.3746547593454097,0.9847029458814304
Breast Visium CID44971,cytospace,cacybp,0.3730594102741033,0.7349131145280665
Breast Visium CID44971,cytospace,col6a2,0.3719869237651418,0.6199096145728566
Breast Visium CID44971,cytospace,lst1,0.3634627409699696,0.432817370416288
Breast Visium CID44971,cytospace,rpl3,0.358097005341253,0.9644827576254076
Breast Visium CID44971,cytospace,fos,0.356330433950606,0.792278355554125
Breast Visium CID44971,cytospace,aebp1,0.353841052759995,0.5689513769210663
Breast Visium CID44971,cytospace,rpl29,0.3481645738330263,0.9775000616592112
Breast Visium CID44971,cytospace,rplp2,0.3472823017171869,0.9706139638851314
Breast Visium CID44971,cytospace,sf3b6,0.3462096001426246,0.8251076132304821
Breast Visium CID44971,cytospace,pecam1,0.3392983197681517,0.42741193757174867
Breast Visium CID44971,cytospace,c1qa,0.3391834469912577,0.41333686064355635
Breast Visium CID44971,cytospace,nnmt,0.3342077105232735,0.6154409673017753
Breast Visium CID44971,cytospace,serpina1,0.3329489326495471,0.4761581440192398
Breast Visium CID44971,cytospace,cirbp,0.3315737326849493,0.8023203240025794
Breast Visium CID44971,cytospace,gdi2,0.3310554535929432,0.8023522722154135
Breast Visium CID44971,cytospace,cxcr4,0.3304968928563298,0.5746230480675578
Breast Visium CID44971,cytospace,c2orf40,0.3266557529882695,0.4489076894048397
Breast Visium CID44971,cytospace,cotl1,0.3231932086058992,0.5465320770460662
Breast Visium CID44971,cytospace,htra1,0.3202960917933212,0.5316987423506411
Breast Visium CID44971,cytospace,spint2,0.309223825060855,0.7573863969203237
Breast Visium CID44971,cytospace,cd93,0.3056853647565551,0.3788611988959492
Breast Visium CID44971,cytospace,ilf2,0.3042196018919219,0.7786059515471373
Breast Visium CID44971,cytospace,cnn2,0.3020946479917599,0.6492151203160146
Breast Visium CID44971,cytospace,lgals1,0.2969900793423946,0.7795109224037446
Breast Visium CID44971,cytospace,c1orf43,0.2873309278419396,0.7365400659884627
Breast Visium CID44971,cytospace,snrpf,0.2860868933365192,0.6983602071070323
Breast Visium CID44971,cytospace,tymp,0.2826528705567044,0.6176558970715295
Breast Visium CID44971,cytospace,ppdpf,0.2813836469032233,0.9035329648387891
Breast Visium CID44971,cytospace,cryab,0.2771822689667314,0.7281490289523705
Breast Visium CID44971,cytospace,s100a6,0.2763721661079589,0.8887930153547413
Breast Visium CID44971,cytospace,mmrn2,0.2749779711909292,0.31819990169139695
Breast Visium CID44971,cytospace,mrps35,0.2699013142290351,0.6091018637609956
Breast Visium CID44971,cytospace,kcnmb1,0.2694920928272683,0.3908395822045988
Breast Visium CID44971,cytospace,gzmk,0.2693238802479664,0.3442276681126114
Breast Visium CID44971,cytospace,trac,0.2692417720741971,0.36047894725757107
Breast Visium CID44971,cytospace,cd2,0.2640738974960943,0.3705946765124548
Breast Visium CID44971,cytospace,nmur1,0.2632240874283105,0.2646254286389242
Breast Visium CID44971,cytospace,hla-dmb,0.2627593815381185,0.37486730291597464
Breast Visium CID44971,cytospace,rps15,0.2617935521374052,0.9650504801469523
Breast Visium CID44971,cytospace,cct3,0.2597924283006771,0.7719831328150888
Breast Visium CID44971,cytospace,tmem258,0.2581970246239632,0.8120270199314813
Breast Visium CID44971,cytospace,rhob,0.2579936978452274,0.7331127893922051
Breast Visium CID44971,cytospace,tns4,0.2553213575203833,0.3597981860225867
Breast Visium CID44971,cytospace,tcp1,0.2514464627380713,0.705807999900207
Breast Visium CID44971,cytospace,pik3r1,0.2489140281547794,0.4988783667778327
Breast Visium CID44971,cytospace,acap1,0.2473863755447754,0.3297683763820033
Breast Visium CID44971,cytospace,gng5,0.2446872043177115,0.8311295043452886
Breast Visium CID44971,cytospace,dap3,0.244425646846976,0.6325336713932679
Breast Visium CID44971,cytospace,snx20,0.2402994175051771,0.2883039947108979
Breast Visium CID44971,cytospace,lck,0.2371419101216194,0.3199004084216042
Breast Visium CID44971,cytospace,tbc1d10c,0.2361935015510852,0.31587459553956204
Breast Visium CID44971,cytospace,rab31,0.2356277916563446,0.3927153498911041
Breast Visium CID44971,cytospace,slc16a3,0.2340033228776691,0.35511637067932433
Breast Visium CID44971,cytospace,srsf5,0.2327162244190835,0.6756109749966732
Breast Visium CID44971,cytospace,selplg,0.2266942380277177,0.3163923334843287
Breast Visium CID44971,cytospace,trim29,0.2238471291093459,0.3667488424259587
Breast Visium CID44971,cytospace,hla-dqa2,0.2223362893516351,0.353111548170492
Breast Visium CID44971,cytospace,adirf,0.2219968093012653,0.49977193261779274
Breast Visium CID44971,cytospace,lman1,0.2216459290584644,0.6945779290701489
Breast Visium CID44971,cytospace,tsc22d3,0.2209111825027392,0.6589952495412729
Breast Visium CID44971,cytospace,tcf4,0.2204052019900369,0.4542298874324276
Breast Visium CID44971,cytospace,gpsm3,0.2184183272653789,0.34272294354350624
Breast Visium CID44971,cytospace,zfp36l2,0.218137701472281,0.8486517875180366
Breast Visium CID44971,cytospace,rpl9,0.2177620135026518,0.969471024276828
Breast Visium CID44971,cytospace,rpl26,0.2122644934393375,0.9107606432340674
Breast Visium CID44971,cytospace,tnfrsf1b,0.2121943163111901,0.34705897436348765
Breast Visium CID44971,cytospace,pafah1b3,0.2102653777992655,0.5575267098102461
Breast Visium CID44971,cytospace,mt-atp6,0.2090997194210392,0.978837308698685
Breast Visium CID44971,cytospace,krt17,0.2084724868848351,0.452066166831437
Breast Visium CID44971,cytospace,lrp1,0.2063715682538403,0.4657455691741532
Breast Visium CID44971,cytospace,ctsz,0.2042737564415035,0.45424253193875064
Breast Visium CID44971,cytospace,btg1,0.1987254780390343,0.7812639903513001
Breast Visium CID44971,cytospace,plpp2,0.1974461478501781,0.572591123378042
Breast Visium CID44971,cytospace,arhgap9,0.1971326891726392,0.27384505813542775
Breast Visium CID44971,cytospace,rpl7a,0.19363043833877,0.9739233461767767
Breast Visium CID44971,cytospace,maob,0.1930964774363157,0.2927758398428214
Breast Visium CID44971,cytospace,rpl12,0.1927616917949834,0.9771081118245761
Breast Visium CID44971,cytospace,cdkn1a,0.1909184763547164,0.5263695855302901
Breast Visium CID44971,cytospace,ptges3,0.1858460724973305,0.8278599074013506
Breast Visium CID44971,cytospace,themis2,0.1847326714438834,0.2626948592163508
Breast Visium CID44971,cytospace,mme,0.1838398411501429,0.2771615832923355
Breast Visium CID44971,cytospace,cst7,0.1812083275505042,0.2752709116758168
Breast Visium CID44971,cytospace,rpl5,0.1801320963166099,0.9498657769855361
Breast Visium CID44971,cytospace,tpbg,0.1797033911016648,0.3870532465785788
Breast Visium CID44971,cytospace,ifngr2,0.1791259535911723,0.6139914486457532
Breast Visium CID44971,cytospace,pkib,0.1760191317620273,0.298399966796811
Breast Visium CID44971,cytospace,pabpc1,0.1720091554682938,0.9150186891100767
Breast Visium CID44971,cytospace,pdlim4,0.1715042674224715,0.41257874610638473
Breast Visium CID44971,cytospace,tshz2,0.1714233853597642,0.3378296434798261
Breast Visium CID44971,cytospace,pdcd4,0.1710928593213287,0.6370901849928245
Breast Visium CID44971,cytospace,cav1,0.170435969528532,0.4538215170803095
Breast Visium CID44971,cytospace,lat,0.1686616558045425,0.2701890298338215
Breast Visium CID44971,cytospace,efhd1,0.1674206811777018,0.5542950038493042
Breast Visium CID44971,cytospace,efemp2,0.1669757142612278,0.360193190857252
Breast Visium CID44971,cytospace,sept1,0.1650764552205116,0.28486927203817525
Breast Visium CID44971,cytospace,hsbp1,0.1640822204698536,0.737465371340616
Breast Visium CID44971,cytospace,fosb,0.1632971469587595,0.550537639660531
Breast Visium CID44971,cytospace,ing4,0.1623288019396638,0.484228681491431
Breast Visium CID44971,cytospace,atp6v0b,0.1589694229596974,0.7228440143345954
Breast Visium CID44971,cytospace,ndrg2,0.1572993914852748,0.5408550560156022
Breast Visium CID44971,cytospace,icam3,0.1536254225534846,0.2923384605775628
Breast Visium CID44971,cytospace,rpl17,0.1534783139556787,0.780121414802042
Breast Visium CID44971,cytospace,mgp,0.1513638258750388,0.8797762467780184
Breast Visium CID44971,cytospace,plxdc2,0.1507253706044125,0.5680086560343827
Breast Visium CID44971,cytospace,gstm3,0.1505409515064165,0.4332477053093274
Breast Visium CID44971,cytospace,cdh3,0.1492278338993985,0.3539871363319076
Breast Visium CID44971,cytospace,ndufv2,0.1488984146493841,0.6877679344823527
Breast Visium CID44971,cytospace,klf10,0.1488092121358798,0.3954032571747031
Breast Visium CID44971,cytospace,fbxo2,0.1463302525771302,0.2765886763987037
Breast Visium CID44971,cytospace,sub1,0.1459989996307827,0.8178669828917394
Breast Visium CID44971,cytospace,pdia6,0.1456128433160241,0.7552370540103243
Breast Visium CID44971,cytospace,socs3,0.1446892147570933,0.40513625239192047
Breast Visium CID44971,cytospace,ssr3,0.144011542159898,0.6867008747041388
Breast Visium CID44971,cytospace,vopp1,0.143048809371071,0.3119072676686245
Breast Visium CID44971,cytospace,ptpn7,0.1420997176152225,0.20489409094662192
Breast Visium CID44971,cytospace,hcfc1r1,0.1414559616463321,0.5322175363376263
Breast Visium CID44971,cytospace,rps16,0.1404916173354921,0.9596686510773127
Breast Visium CID44971,cytospace,alox5ap,0.1403088468093789,0.26175653595174014
Breast Visium CID44971,cytospace,herpud1,0.1398289009506867,0.6387451593200152
Breast Visium CID44971,cytospace,rab4a,0.1386357369200648,0.5243092987326909
Breast Visium CID44971,cytospace,rbbp8,0.1364747376759142,0.34801566310317755
Breast Visium CID44971,cytospace,tpx2,0.1363392641518836,0.23071684291268763
Breast Visium CID44971,cytospace,aoah,0.1361073784528419,0.1986995669066167
Breast Visium CID44971,cytospace,psme2,0.1334780206407603,0.6401178329870396
Breast Visium CID44971,cytospace,ppic,0.1309909869333243,0.3352797915999597
Breast Visium CID44971,cytospace,tpp1,0.1309840023945433,0.45185757822510825
Breast Visium CID44971,cytospace,rpn1,0.1299905427895201,0.658709256331972
Breast Visium CID44971,cytospace,ncf2,0.1296120165460393,0.18957366496471395
Breast Visium CID44971,cytospace,eef2,0.1290440186221055,0.9247966016966441
Breast Visium CID44971,cytospace,tmbim6,0.1288313170335234,0.8196170291242064
Breast Visium CID44971,cytospace,syk,0.1268178047791841,0.20930463413925066
Breast Visium CID44971,cytospace,plac8,0.1267633491432231,0.17795621261599434
Breast Visium CID44971,cytospace,ass1,0.1267506676106647,0.4144289419324257
Breast Visium CID44971,cytospace,rps13,0.1263290254552784,0.9721612046188821
Breast Visium CID44971,cytospace,s100a10,0.1259505595739137,0.6750073908308054
Breast Visium CID44971,cytospace,arhgap15,0.1252209547331719,0.2077525439905823
Breast Visium CID44971,cytospace,col18a1,0.1241341855728039,0.48611546131241096
Breast Visium CID44971,cytospace,pask,0.1219571761397554,0.19952160483933107
Breast Visium CID44971,cytospace,sept6,0.1197057828804568,0.38678899265636635
Breast Visium CID44971,cytospace,ppia,0.1190596485952107,0.943035425375988
Breast Visium CID44971,cytospace,rhog,0.1186550032025275,0.4498624254696392
Breast Visium CID44971,cytospace,slc9a3r2,0.1155048061808573,0.2635282186021723
Breast Visium CID44971,cytospace,mt-nd4l,0.1140854402805905,0.8542055694802932
Breast Visium CID44971,cytospace,tmed10,0.1128943628559388,0.6558132130946465
Breast Visium CID44971,cytospace,rpl38,0.1106561900416521,0.8888599615183128
Breast Visium CID44971,cytospace,grb2,0.1101654307661675,0.4709154229718232
Breast Visium CID44971,cytospace,slc25a5,0.1091638794174333,0.716747066021001
Breast Visium CID44971,cytospace,s1pr1,0.1073431446105333,0.16544492140442893
Breast Visium CID44971,cytospace,vamp8,0.1053823931663737,0.6664974401087775
Breast Visium CID44971,cytospace,dnmt1,0.1048249082397668,0.48202368595618955
Breast Visium CID44971,cytospace,mfap4,0.1037241298056694,0.25459713570520703
Breast Visium CID44971,cytospace,cyb5r3,0.1006397169904021,0.5790493461793048
Breast Visium CID44971,cytospace,tcf7,0.0999453251788751,0.1827293627698948
Breast Visium CID44971,cytospace,rgs10,0.0997405359486492,0.4776356737790314
Breast Visium CID44971,cytospace,sardh,0.099073746395345,0.12985285638046618
Breast Visium CID44971,cytospace,col14a1,0.0982092163075032,0.26628922605945105
Breast Visium CID44971,cytospace,clec7a,0.0978646264777202,0.21635813609317797
Breast Visium CID44971,cytospace,tram1,0.096702443302513,0.5700779441854861
Breast Visium CID44971,cytospace,mydgf,0.0946109625491929,0.6288129928186791
Breast Visium CID44971,cytospace,fgr,0.0945948218816969,0.15900558234031748
Breast Visium CID44971,cytospace,runx1,0.0944828594880682,0.4408760379041655
Breast Visium CID44971,cytospace,foxp1,0.0944012474002543,0.4552415602621213
Breast Visium CID44971,cytospace,sirpa,0.0942022963351761,0.25710628255869933
Breast Visium CID44971,cytospace,nusap1,0.0940173132644519,0.1705214795376303
Breast Visium CID44971,cytospace,cxcr3,0.0938872954413133,0.15367530664926846
Breast Visium CID44971,cytospace,ptpn6,0.0929104382766889,0.3135891654668416
Breast Visium CID44971,cytospace,dok3,0.0907996585012957,0.12445063425901592
Breast Visium CID44971,cytospace,syngr2,0.0905312903682331,0.6460692768993085
Breast Visium CID44971,cytospace,pltp,0.0899406604437755,0.31755569092099234
Breast Visium CID44971,cytospace,ppt1,0.0894419383533651,0.4656877532294036
Breast Visium CID44971,cytospace,camk4,0.0885796885315293,0.13275399895937892
Breast Visium CID44971,cytospace,arsa,0.0880747751956659,0.28481984239841984
Breast Visium CID44971,cytospace,hoxd9,0.0875413565334993,0.12926443767139142
Breast Visium CID44971,cytospace,nucb2,0.0870087781485083,0.3424825085563011
Breast Visium CID44971,cytospace,tsc22d1,0.0846098424361657,0.6301883327558796
